CSV Version,1
"File name","35_4_2c.rpt"
"Title",""
"Measurement date","8/20/2013"
"Measurement time","2:48:00 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","331.358 ","um"
"Double scan","Auto(ON)"
"Brightness1","6740"
"Brightness2","7452"
"ND filter","3","%","30","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"32","-83.38","um","-178.31","um","1291.97","um2","21576.20","um2","107722.25","um3","0.084","%","154.70","um","50.37","um","39.18","um","40.56","um",""
"33","-94.94","um","-178.31","um","1299.80","um2","24082.63","um2","123400.63","um3","0.084","%","147.12","um","47.57","um","39.18","um","40.68","um",""
"34","-94.42","um","-178.31","um","1489.68","um2","26960.10","um2","140661.68","um3","0.097","%","197.55","um","64.36","um","37.78","um","43.55","um",""
"35","-101.08","um","-178.31","um","1331.12","um2","24259.52","um2","134545.74","um3","0.086","%","153.26","um","47.57","um","40.57","um","41.17","um",""
"36","-99.42","um","-178.31","um","1045.32","um2","21989.75","um2","103926.94","um3","0.068","%","131.15","um","43.37","um","36.38","um","36.48","um",""
"37","-83.25","um","-178.31","um","1274.35","um2","21452.74","um2","106091.00","um3","0.083","%","155.86","um","53.17","um","37.78","um","40.28","um",""
"38","-95.23","um","-178.31","um","1722.62","um2","29662.08","um2","164042.50","um3","0.112","%","192.43","um","64.36","um","37.78","um","46.83","um",""
"39","-86.38","um","-178.31","um","1248.90","um2","20735.26","um2","107874.00","um3","0.081","%","156.54","um","53.17","um","37.78","um","39.88","um",""
"40","-87.51","um","-178.31","um","1237.16","um2","22439.24","um2","108266.63","um3","0.080","%","148.62","um","46.17","um","39.18","um","39.69","um",""
"41","-95.16","um","-178.31","um","1231.28","um2","23300.37","um2","117173.12","um3","0.080","%","134.43","um","41.97","um","39.18","um","39.59","um",""
"42","-102.82","um","-178.31","um","1487.72","um2","26631.55","um2","152974.67","um3","0.097","%","153.06","um","50.37","um","40.57","um","43.52","um",""
"43","-87.45","um","-178.31","um","1211.71","um2","22260.56","um2","105966.38","um3","0.079","%","137.23","um","44.77","um","39.18","um","39.28","um",""
"44","-87.00","um","-178.31","um","1107.96","um2","20145.06","um2","96396.90","um3","0.072","%","130.33","um","43.37","um","36.38","um","37.56","um",""
"45","-95.01","um","-178.31","um","1158.86","um2","20330.27","um2","110099.89","um3","0.075","%","140.71","um","41.97","um","39.18","um","38.41","um",""
"46","-81.93","um","-178.31","um","1102.09","um2","18348.81","um2","90298.78","um3","0.072","%","143.99","um","46.17","um","36.38","um","37.46","um",""
"47","-88.47","um","-178.31","um","1587.55","um2","26941.60","um2","140444.87","um3","0.103","%","180.56","um","60.16","um","39.18","um","44.96","um",""
"48","-82.09","um","-178.31","um","1250.86","um2","22552.13","um2","102683.69","um3","0.081","%","150.26","um","47.57","um","37.78","um","39.91","um",""

"Total","-4405.01","um","-8558.88","um","58588.74","um2","1126353.79","um2","5410446.93","um3","3.806","%","7174.25","um","2304.34","um","1816.05","um","1885.94","um",""
"Max.","-74.43","um","-178.31","um","1722.62","um2","34344.69","um2","168511.46","um3","0.112","%","206.76","um","64.36","um","43.37","um","46.83","um",""
"Min.","-108.54","um","-178.31","um","828.03","um2","16464.00","um2","70369.83","um3","0.054","%","120.44","um","36.38","um","29.38","um","32.47","um",""
"Ave.","-91.77","um","-178.31","um","1220.60","um2","23465.70","um2","112717.64","um3","0.079","%","149.46","um","48.01","um","37.83","um","39.29","um",""
"Std. DV","8.11","um","0.00","um","201.28","um2","4336.30","um2","24510.50","um3","0.013","%","20.08","um","7.43","um","2.59","um","3.22","um",""
"3sigma","24.34","um","0.00","um","603.84","um2","13008.89","um2","73531.49","um3","0.039","%","60.24","um","22.28","um","7.76","um","9.66","um",""

"Concave measurement"
"Thresh.","178.31","um"
"Ignore small areas","100","pixel"
