CSV Version,1
"File name","35_4_1a.rpt"
"Title",""
"Measurement date","8/20/2013"
"Measurement time","2:10:13 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","310.534 ","um"
"Double scan","Auto(ON)"
"Brightness1","7100"
"Brightness2","8000"
"ND filter","1","%","10","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"11","-61.86","um","-95.03","um","1066.85","um2","9428.66","um2","65998.35","um3","0.069","%","129.17","um","43.37","um","34.98","um","36.86","um",""
"12","-56.83","um","-87.63","um","921.99","um2","8100.37","um2","52392.98","um3","0.060","%","117.98","um","37.78","um","33.58","um","34.26","um",""
"13","-55.21","um","-83.12","um","1184.30","um2","9145.64","um2","65381.97","um3","0.077","%","134.77","um","43.37","um","37.78","um","38.83","um",""
"14","-66.71","um","-100.92","um","1129.49","um2","10303.61","um2","75352.67","um3","0.073","%","131.29","um","43.37","um","36.38","um","37.92","um",""
"15","-57.19","um","-92.60","um","978.76","um2","8435.03","um2","55977.57","um3","0.064","%","124.54","um","39.18","um","34.98","um","35.30","um",""
"16","-53.80","um","-80.45","um","1088.38","um2","8342.74","um2","58558.53","um3","0.071","%","138.59","um","43.37","um","36.38","um","37.23","um",""
"17","-66.16","um","-109.02","um","1213.67","um2","11571.52","um2","80293.65","um3","0.079","%","135.25","um","41.97","um","39.18","um","39.31","um",""
"18","-63.40","um","-100.39","um","1049.23","um2","9903.56","um2","66516.44","um3","0.068","%","135.45","um","41.97","um","36.38","um","36.55","um",""
"19","-55.19","um","-81.84","um","1930.12","um2","12720.64","um2","106522.75","um3","0.125","%","211.40","um","69.96","um","39.18","um","49.57","um",""
"20","-65.96","um","-95.93","um","1244.99","um2","10728.93","um2","82120.97","um3","0.081","%","145.48","um","48.97","um","39.18","um","39.81","um",""
"21","-62.42","um","-91.07","um","1203.88","um2","10121.73","um2","75147.98","um3","0.078","%","155.38","um","50.37","um","37.78","um","39.15","um",""
"22","-45.41","um","-84.84","um","1060.98","um2","8162.62","um2","48183.48","um3","0.069","%","126.72","um","39.18","um","37.78","um","36.75","um",""
"23","-57.51","um","-87.99","um","974.85","um2","8475.17","um2","56060.50","um3","0.063","%","124.74","um","36.38","um","36.38","um","35.23","um",""
"24","-55.06","um","-78.59","um","1340.91","um2","9464.13","um2","73823.87","um3","0.087","%","166.43","um","44.77","um","40.57","um","41.32","um",""
"25","-68.06","um","-98.15","um","1199.96","um2","10455.89","um2","81674.60","um3","0.078","%","152.24","um","46.17","um","37.78","um","39.09","um",""
"26","-58.97","um","-86.78","um","1207.79","um2","9515.42","um2","71224.93","um3","0.078","%","153.74","um","48.97","um","40.57","um","39.21","um",""
"27","-48.54","um","-83.36","um","1436.82","um2","10046.95","um2","69738.17","um3","0.093","%","193.59","um","61.56","um","39.18","um","42.77","um",""
"28","-67.41","um","-106.99","um","1192.13","um2","11709.66","um2","80359.94","um3","0.077","%","147.80","um","43.37","um","40.57","um","38.96","um",""
"29","-58.59","um","-83.65","um","1211.71","um2","9627.06","um2","70999.55","um3","0.079","%","146.98","um","43.37","um","41.97","um","39.28","um",""
"30","-52.59","um","-80.31","um","1172.56","um2","8591.89","um2","61665.18","um3","0.076","%","151.28","um","41.97","um","39.18","um","38.64","um",""
"31","-64.78","um","-92.77","um","1450.53","um2","11860.90","um2","93968.05","um3","0.094","%","175.64","um","55.96","um","39.18","um","42.98","um",""
"32","-58.94","um","-91.01","um","1088.38","um2","9278.35","um2","64151.80","um3","0.071","%","127.68","um","39.18","um","37.78","um","37.23","um",""
"33","-67.79","um","-103.31","um","1419.21","um2","12907.26","um2","96210.64","um3","0.092","%","163.63","um","54.57","um","37.78","um","42.51","um",""
"34","-65.69","um","-107.86","um","1315.46","um2","12229.81","um2","86417.38","um3","0.085","%","163.63","um","48.97","um","39.18","um","40.93","um",""
"35","-56.28","um","-91.59","um","1362.44","um2","10363.07","um2","76681.01","um3","0.089","%","195.91","um","61.56","um","39.18","um","41.65","um",""
"36","-56.31","um","-87.92","um","972.89","um2","8679.97","um2","54780.39","um3","0.063","%","135.93","um","43.37","um","34.98","um","35.20","um",""
"37","-63.19","um","-92.54","um","1104.04","um2","9811.23","um2","69761.30","um3","0.072","%","135.45","um","40.57","um","37.78","um","37.49","um",""
"38","-53.81","um","-87.38","um","1057.06","um2","8594.63","um2","56875.51","um3","0.069","%","135.93","um","39.18","um","37.78","um","36.69","um",""
"39","-64.49","um","-97.35","um","1088.38","um2","9805.15","um2","70187.04","um3","0.071","%","145.48","um","41.97","um","37.78","um","37.23","um",""
"40","-55.61","um","-135.78","um","1021.83","um2","9012.68","um2","56822.15","um3","0.066","%","131.97","um","39.18","um","36.38","um","36.07","um",""
"41","-68.89","um","-113.01","um","1199.96","um2","12069.57","um2","82666.72","um3","0.078","%","142.69","um","40.57","um","40.57","um","39.09","um",""
"42","-62.95","um","-94.36","um","1274.35","um2","10794.32","um2","80215.48","um3","0.083","%","154.56","um","47.57","um","40.57","um","40.28","um",""
"43","-67.69","um","-108.24","um","1149.07","um2","11269.60","um2","77776.28","um3","0.075","%","141.05","um","44.77","um","37.78","um","38.25","um",""
"44","-64.12","um","-103.14","um","957.23","um2","9564.39","um2","61377.96","um3","0.062","%","125.22","um","33.58","um","37.78","um","34.91","um",""
"45","-66.51","um","-100.25","um","1096.21","um2","10492.93","um2","72904.76","um3","0.071","%","135.11","um","43.37","um","37.78","um","37.36","um",""
"46","-63.19","um","-97.49","um","945.48","um2","8878.81","um2","59746.86","um3","0.061","%","124.06","um","37.78","um","33.58","um","34.70","um",""
"47","-62.21","um","-92.88","um","1325.24","um2","10828.59","um2","82437.84","um3","0.086","%","146.30","um","50.37","um","37.78","um","41.08","um",""
"48","-65.42","um","-92.24","um","1777.43","um2","14767.52","um2","116287.45","um3","0.115","%","197.41","um","65.76","um","41.97","um","47.57","um",""
"49","-71.53","um","-119.88","um","1405.50","um2","13999.36","um2","100538.04","um3","0.091","%","158.99","um","51.77","um","37.78","um","42.30","um",""
"50","-70.54","um","-116.64","um","1113.83","um2","12088.55","um2","78565.29","um3","0.072","%","147.46","um","41.97","um","37.78","um","37.66","um",""
"51","-72.87","um","-111.20","um","1094.26","um2","11191.79","um2","79733.29","um3","0.071","%","137.91","um","39.18","um","39.18","um","37.33","um",""
"52","-64.20","um","-105.40","um","1010.08","um2","10009.96","um2","64844.12","um3","0.066","%","128.36","um","34.98","um","40.57","um","35.86","um",""
"53","-67.46","um","-105.36","um","1180.39","um2","11155.06","um2","79625.23","um3","0.077","%","139.21","um","39.18","um","39.18","um","38.77","um",""
"54","-70.85","um","-98.45","um","1669.77","um2","14799.09","um2","118301.30","um3","0.108","%","176.46","um","58.76","um","40.57","um","46.11","um",""
"55","-66.72","um","-110.61","um","1057.06","um2","10879.79","um2","70528.31","um3","0.069","%","129.51","um","41.97","um","36.38","um","36.69","um",""
"56","-65.29","um","-106.44","um","1137.32","um2","10744.04","um2","74259.73","um3","0.074","%","146.78","um","47.57","um","36.38","um","38.05","um",""

"Total","-3502.10","um","-5554.87","um","67830.22","um2","596821.23","um2","4252001.29","um3","4.406","%","8285.44","um","2551.99","um","2147.64","um","2191.58","um",""
"Max.","-45.41","um","-78.59","um","1930.12","um2","15717.91","um2","118301.30","um3","0.125","%","211.40","um","69.96","um","46.17","um","49.57","um",""
"Min.","-72.87","um","-135.78","um","921.99","um2","8100.37","um2","48183.48","um3","0.060","%","117.98","um","33.58","um","33.58","um","34.26","um",""
"Ave.","-62.54","um","-99.19","um","1211.25","um2","10657.52","um2","75928.59","um3","0.079","%","147.95","um","45.57","um","38.35","um","39.14","um",""
"Std. DV","5.96","um","13.70","um","211.35","um2","1750.37","um2","15942.91","um3","0.014","%","21.31","um","7.69","um","2.22","um","3.26","um",""
"3sigma","17.87","um","41.10","um","634.06","um2","5251.11","um2","47828.74","um3","0.041","%","63.93","um","23.08","um","6.67","um","9.79","um",""

"Concave measurement"
"Thresh.","135.78","um"
"Ignore small areas","200","pixel"
